Company name,Industry,City,County,Zip code,Date,Claimants,Wages owed,Industry_clean,company_id,industry_stolen,industry_total_claimants,industry_avg_loss_per_worker,company_total_wages,company_total_claimants,company_avg_loss_per_worker,county_total_wages,county_total_cases
Papa John's (Store 3212),Restaurants - Limited-Service Restaurants,Brooklyn,Kings County,11230,2015-04-18,12,2435.57,Food Services,papa-john-s-store-3212,149672052.18,66102,2264.2590569120453,2435.57,12,202.96416666666667,87588061.27,4731
Sing Sing Correctional Facility,Corrections - State Correctional Institutions,Ossining,Westchester County,10562,2013-05-16,1,2435.2,Other,sing-sing-correctional-facility,147547188.43,98576,1496.786118629281,2435.2,1,2435.2,22226095.1,2016
Sennett Parcell Farm,Amusement,Auburn,Cayuga County,13021,2019-03-26,1,2435.01,Other,sennett-parcell-farm,147547188.43,98576,1496.786118629281,2435.01,1,2435.01,343955.58,83
Trinity Worship Christian Daycare,Education/Childcare - Childcare/Daycare,Albany,Albany County,12206,2015-10-02,2,2434.68,Education,trinity-worship-christian-daycare,5153001.45,5256,980.4036244292238,2434.68,2,1217.34,7516825.93,816
Cozumel Grill,Restaurants - General,Buffalo,Erie County,14201,2012-07-31,15,2434.65,Food Services,cozumel-grill,149672052.18,66102,2264.2590569120453,2434.65,15,162.31,15179552.14,2192
California Diner,Restaurants - Full-Service Restaurants,Patchogue,Suffolk County,11772,2018-04-07,18,2434.35,Food Services,california-diner,149672052.18,66102,2264.2590569120453,2434.35,18,135.24166666666667,53899585.56,3018
River Manor Care Center Inc,Other,Brooklyn,Kings County,11236,2013-05-28,1,2433.56,Other,river-manor-care-center-inc,147547188.43,98576,1496.786118629281,2433.56,1,2433.56,87588061.27,4731
Call a Cab,Other,Poughkeepsie,Dutchess County,12601,2014-04-01,1,2433.0,Other,call-a-cab,147547188.43,98576,1496.786118629281,2433.0,1,2433.0,3663347.94,444
Morning Star Preschool,Education - School/Preschool,Bayside,Queens County,11361,2018-12-21,1,2432.8,Education,morning-star-preschool,5153001.45,5256,980.4036244292238,2432.8,1,2432.8,82459395.43,4259
Schluter Systems LP,Manufacturing - Factory,Plattsburgh,Clinton County,12901,2017-04-27,2,2432.0,Manufacturing,schluter-systems-lp,8985644.36,6052,1484.7396497025775,2432.0,2,1216.0,795979.64,142
Allstate Fire Sprinkler Corp.,Construction -General,Bronx,Bronx County,10462,2022-10-11,1,2432.0,Construction,allstate-fire-sprinkler-corp,61023694.45,20078,3039.3313303117843,2432.0,1,2432.0,27745338.03,1765
Misiu Designs LLC,Construction - Painting,Brooklyn,Kings County,11234,2023-06-02,3,2432.0,Construction,misiu-designs-llc,61023694.45,20078,3039.3313303117843,2432.0,3,810.6666666666666,87588061.27,4731
"Agri Placement Services, Inc.",Unlisted,Macedon,Wayne County,14502,2013-08-16,7,2430.0,Other,agri-placement-services-inc,147547188.43,98576,1496.786118629281,2430.0,7,347.14285714285717,436663.11,123
Dilello Homes Inc,Construction -General,Newburgh,Orange County,12550,2023-08-29,1,2430.0,Construction,dilello-homes-inc,61023694.45,20078,3039.3313303117843,2430.0,1,2430.0,4359072.06,629
Haiku Asian Bistro,Restaurants - Office,White Plains,Westchester County,10601,2015-02-03,1,2429.36,Food Services,haiku-asian-bistro,149672052.18,66102,2264.2590569120453,2486.36,2,1243.18,22226095.1,2016
Lisa Beaubian,Education - School/Preschool,Jamaica,Queens County,11434,2017-02-06,1,2428.08,Education,lisa-beaubian,5153001.45,5256,980.4036244292238,2428.08,1,2428.08,82459395.43,4259
Wellington Masonry,Construction -General,West Hempstead,Nassau County,11552,2018-01-02,1,2427.28,Construction,wellington-masonry,61023694.45,20078,3039.3313303117843,2427.28,1,2427.28,58900272.76,3252
April Food Corp. dba C Town,Other,Brooklyn,Kings County,11207,2015-01-22,35,2426.5,Other,april-food-corp-dba-c-town,147547188.43,98576,1496.786118629281,2426.5,35,69.32857142857142,87588061.27,4731
ANTEX GROUP CORP.,Apparel,New York,New York County,10018,2018-05-21,5,2426.5,Other,antex-group-corp,147547188.43,98576,1496.786118629281,2426.5,5,485.3,96159726.15,6430
Eco Design Corp/ Eco Design Build Corp,Cleaning/Janitorial Services - General,Yonkers,Westchester County,10705,2016-04-05,1,2425.0,Other,eco-design-corp-eco-design-build-corp,147547188.43,98576,1496.786118629281,2425.0,1,2425.0,22226095.1,2016
Dr Richard Charlap,Healthcare - Dental Office,Lackawanna,Erie County,14218,2021-04-19,1,2425.0,Healthcare,dr-richard-charlap,86413131.15,57682,1498.0952662875768,2425.0,1,2425.0,15179552.14,2192
Petes Waterfront Alehouse,Restaurants - General,Brooklyn,Kings County,11201,2015-03-09,1,2424.75,Food Services,petes-waterfront-alehouse,149672052.18,66102,2264.2590569120453,2424.75,1,2424.75,87588061.27,4731
McDonalds,Restaurants - General,Albany,Albany County,12202,2013-01-16,1,2424.45,Food Services,mcdonalds,149672052.18,66102,2264.2590569120453,91076.53,1029,88.50974732750242,7516825.93,816
Garden of Eve,Farming - General,Riverhead,Suffolk County,11901,2012-05-14,1,2424.0,Farming,garden-of-eve,4166535.61,3490,1193.8497449856734,4678.4,2,2339.2,53899585.56,3018
Michael and Dana Medovoy,Domestic - General,Syosset,Nassau County,11791,2023-07-25,1,2424.0,Other,michael-and-dana-medovoy,147547188.43,98576,1496.786118629281,2424.0,1,2424.0,58900272.76,3252
Robert George Design Group,Construction - Landscaping,Red Hook,Dutchess County,12571,2022-11-21,3,2423.81,Construction,robert-george-design-group,61023694.45,20078,3039.3313303117843,2423.81,3,807.9366666666666,3663347.94,444
Gridworks by McRoberts Inc,Construction -General,Ballston Spa,Saratoga County,12020,2018-11-27,2,2423.44,Construction,gridworks-by-mcroberts-inc,61023694.45,20078,3039.3313303117843,2423.44,2,1211.72,2289303.88,493
Red Bar Brasserie/Island Project Group Inc,Restaurants - Table Service,Southampton,Suffolk County,11968,2019-10-31,1,2423.0,Food Services,red-bar-brasserie-island-project-group-inc,149672052.18,66102,2264.2590569120453,2423.0,1,2423.0,53899585.56,3018
Owera Vineyards,Other,Cazenovia,Madison County,13035,2013-10-29,1,2422.56,Other,owera-vineyards,147547188.43,98576,1496.786118629281,2422.56,1,2422.56,779946.9,67
Empanada Loca,Restaurants - Full-Service Restaurants,Brooklyn,Kings County,11215,2019-08-07,1,2422.5,Food Services,empanada-loca,149672052.18,66102,2264.2590569120453,2422.5,1,2422.5,87588061.27,4731
Salvation Army ARC,Other,Chittenango,Madison County,13037,2013-05-08,1,2422.5,Other,salvation-army-arc,147547188.43,98576,1496.786118629281,2422.5,1,2422.5,779946.9,67
Trans National Logistics Corp,Delivery/Freight Transporation - Trucking,Deer Park,Suffolk County,11729,2016-01-13,2,2422.5,Delivery/Transportation,trans-national-logistics-corp,22069415.419999998,30474,724.204745684846,2422.5,2,1211.25,53899585.56,3018
KBF Interior Design,Construction -General,Inwood,Nassau County,11096,2023-04-03,1,2421.85,Construction,kbf-interior-design,61023694.45,20078,3039.3313303117843,3416.85,3,1138.95,58900272.76,3252
Elhannon Wholesale Nursery,Retail - Misc,Petersburgh,Rensselaer County,12138,2015-11-25,3,2421.4,Retail,elhannon-wholesale-nursery,14204964.71,7085,2004.9350331686662,2921.4,4,730.35,1191087.2,242
9tenRestaurant,Restaurants - Table Service,New York,New York County,10019,2016-12-13,11,2420.8,Food Services,9tenrestaurant,149672052.18,66102,2264.2590569120453,2420.8,11,220.0727272727273,96159726.15,6430
Alper Demirag & Maria Dionelli,Domestic - General,Roosevelt Island,New York County,10044,2016-07-29,2,2420.2,Other,alper-demirag-maria-dionelli,147547188.43,98576,1496.786118629281,2420.2,2,1210.1,96159726.15,6430
Stockman's Tavern,Restaurants - Limited-Service Restaurants,East Amherst,Erie County,14051,2020-07-01,2,2420.15,Food Services,stockman-s-tavern,149672052.18,66102,2264.2590569120453,2420.15,2,1210.075,15179552.14,2192
Unity Homecare Agency,Other,Bronx,Bronx County,10460,2014-05-01,1,2420.0,Other,unity-homecare-agency,147547188.43,98576,1496.786118629281,2420.0,1,2420.0,27745338.03,1765
Genaro Construction and Painting,Construction -General,Brooklyn,Kings County,11229,2015-11-30,2,2420.0,Construction,genaro-construction-and-painting,61023694.45,20078,3039.3313303117843,2420.0,2,1210.0,87588061.27,4731
Powerhouse Gym,Gym - Gym/Fitness,Flushing,Queens County,11358,2017-04-24,2,2420.0,Other,powerhouse-gym,147547188.43,98576,1496.786118629281,2420.0,2,1210.0,82459395.43,4259
Fresh Digital Group,Office,New York,New York County,10038,2017-11-10,1,2420.0,Other,fresh-digital-group,147547188.43,98576,1496.786118629281,7920.0,3,2640.0,96159726.15,6430
Tech Woodcrafting,Construction -General,Peekskill,Westchester County,10566,2018-07-30,1,2420.0,Construction,tech-woodcrafting,61023694.45,20078,3039.3313303117843,2420.0,1,2420.0,22226095.1,2016
Bella Pizza,Restaurants - Table Service,Lackawanna,Erie County,14218,2016-06-20,2,2419.83,Food Services,bella-pizza,149672052.18,66102,2264.2590569120453,35974.19,10,3597.4190000000003,15179552.14,2192
New Dorp Medical PC,Healthcare - Medical Office,Staten Island,Richmond County,10312,2018-12-27,2,2419.66,Healthcare,new-dorp-medical-pc,86413131.15,57682,1498.0952662875768,4375.8099999999995,4,1093.9524999999999,9999766.05,569
El Dorado III,Other,Scarsdale,Westchester County,10583,2012-07-13,6,2419.2,Other,el-dorado-iii,147547188.43,98576,1496.786118629281,2419.2,6,403.2,22226095.1,2016
American Language Communication Center Inc/ ALCC,Education - General,New York,New York County,10001,2019-05-30,4,2418.88,Education,american-language-communication-center-inc-alcc,5153001.45,5256,980.4036244292238,2418.88,4,604.72,96159726.15,6430
Homewatch Care Givers / Compass Home Services LLC,Healthcare - Home Health Care,Williamsville,Erie County,14221,2022-09-08,2,2418.71,Healthcare,homewatch-care-givers-compass-home-services-llc,86413131.15,57682,1498.0952662875768,2418.71,2,1209.355,15179552.14,2192
Ecohabitude Inc,Sales/Advertising/Marketing,New York,New York County,10001,2016-10-26,1,2418.0,Other,ecohabitude-inc,147547188.43,98576,1496.786118629281,2418.0,1,2418.0,96159726.15,6430
Sandra Gelbard,Domestic - General,New York,New York County,10075,2021-09-27,2,2417.74,Other,sandra-gelbard,147547188.43,98576,1496.786118629281,2417.74,2,1208.87,96159726.15,6430
"Ninth Beat, Inc.",Office,New York,New York County,10016,2016-09-02,1,2417.58,Other,ninth-beat-inc,147547188.43,98576,1496.786118629281,2417.58,1,2417.58,96159726.15,6430
St Anns Community/Chapel Oaks,Healthcare - Medical Office,Rochester,Monroe County,14621,2019-02-14,1,2416.97,Healthcare,st-anns-community-chapel-oaks,86413131.15,57682,1498.0952662875768,2416.97,1,2416.97,9322789.01,1383
Godfrey Livermore,Domestic - General,Bronx,Bronx County,10473,2016-03-11,1,2416.51,Other,godfrey-livermore,147547188.43,98576,1496.786118629281,2416.51,1,2416.51,27745338.03,1765
Horizon Group,Residential Property Managers,Yonkers,Westchester County,10710,2013-02-13,11,2416.11,Other,horizon-group,147547188.43,98576,1496.786118629281,2416.11,11,219.64636363636365,22226095.1,2016
Airtek Environmental Corp,Construction -General,Logn Island City,Queens County,11101,2023-05-24,1,2416.0,Construction,airtek-environmental-corp,61023694.45,20078,3039.3313303117843,2416.0,1,2416.0,82459395.43,4259
Gaia's Breath Farm,Grower,Jordanville,Herkimer County,13361,2018-02-21,2,2415.0,Other,gaia-s-breath-farm,147547188.43,98576,1496.786118629281,6383.0,6,1063.8333333333333,535592.8,68
Liberty Tax Services Franchise,Office,Bronx,Bronx County,10451,2019-06-17,2,2415.0,Other,liberty-tax-services-franchise,147547188.43,98576,1496.786118629281,2415.0,2,1207.5,27745338.03,1765
All Access Dental,Healthcare - Dental Office,Hyde Park,Dutchess County,12538,2020-01-08,3,2415.0,Healthcare,all-access-dental,86413131.15,57682,1498.0952662875768,2553.0,4,638.25,3663347.94,444
Legacy TItle Services LLC,Finance - Misc Insurance,Saratoga,Saratoga County,12866,2021-04-21,1,2415.0,Finance,legacy-title-services-llc,1233814.92,1731,712.7758058925476,2415.0,1,2415.0,2289303.88,493
"Phoenix Interior Builders Group, Inc.",Construction - Residential Building Construction,Oceanside,Nassau County,11572,2013-07-26,4,2414.25,Construction,phoenix-interior-builders-group-inc,61023694.45,20078,3039.3313303117843,2414.25,4,603.5625,58900272.76,3252
"Kammson Industries, Inc",Cleaning/Janitorial Services - General,East Farmingdale,Suffolk County,11735,2016-07-13,1,2414.0,Other,kammson-industries-inc,147547188.43,98576,1496.786118629281,2414.0,1,2414.0,53899585.56,3018
Martocci and Sons Inc,Office,Bayshore,Suffolk County,11706,2016-01-04,4,2413.02,Other,martocci-and-sons-inc,147547188.43,98576,1496.786118629281,2413.02,4,603.255,53899585.56,3018
Aesthetic Family Dentistry,Healthcare - Dental Office,Port Jervis,Orange County,12771,2019-07-17,10,2412.66,Healthcare,aesthetic-family-dentistry,86413131.15,57682,1498.0952662875768,3990.66,12,332.555,4359072.06,629
"Singh Petroleum IV, LLC",Gas Stations - Gasoline Stations With Convenience Stores,Rome,Oneida County,13440,2018-10-21,4,2411.61,Other,singh-petroleum-iv-llc,147547188.43,98576,1496.786118629281,2411.61,4,602.9025,1888020.36,287
KJP Properties Inc dba Luxe Spa,Beauty - Nail Salon,Rochester,Monroe County,14623,2017-04-20,8,2411.51,Other,kjp-properties-inc-dba-luxe-spa,147547188.43,98576,1496.786118629281,2411.51,8,301.43875,9322789.01,1383
Barking Dog,Restaurants - Table Service,New York,New York County,10128,2015-09-25,3,2411.5,Food Services,barking-dog,149672052.18,66102,2264.2590569120453,3903.8599999999997,4,975.9649999999999,96159726.15,6430
Adelphi Hotel Partners LLC,Hotels - General,Saratoga Springs,Saratoga County,12866,2018-02-27,139,2411.05,Other,adelphi-hotel-partners-llc,147547188.43,98576,1496.786118629281,2411.05,139,17.345683453237413,2289303.88,493
Alex Duenas,Construction -General,Staten Island,Richmond County,10314,2019-12-31,3,2410.0,Construction,alex-duenas,61023694.45,20078,3039.3313303117843,2410.0,3,803.3333333333334,9999766.05,569
Manno Associates Inc. dba PMI Security,Other,New York,New York County,10165,2014-05-12,5,2408.5,Other,manno-associates-inc-dba-pmi-security,147547188.43,98576,1496.786118629281,2408.5,5,481.7,96159726.15,6430
Toscana Restaurant,Restaurants - Table Service,Eastchester,Westchester County,10707,2022-03-24,1,2408.5,Food Services,toscana-restaurant,149672052.18,66102,2264.2590569120453,2408.5,1,2408.5,22226095.1,2016
Atlantic Garages,Parking Lot,Buffalo,Erie County,14212,2022-11-29,1,2408.33,Other,atlantic-garages,147547188.43,98576,1496.786118629281,2408.33,1,2408.33,15179552.14,2192
MCP Restoration Corp,Construction -General,Bronx,Bronx County,10453,2016-01-04,3,2408.11,Construction,mcp-restoration-corp,61023694.45,20078,3039.3313303117843,2408.11,3,802.7033333333334,27745338.03,1765
"BPI Piping, Inc.","Construction - Plumbing, Heating, And Air-Conditioning Contractors",Waterford,Saratoga County,12188,2016-02-14,3,2408.02,Construction,bpi-piping-inc,61023694.45,20078,3039.3313303117843,2408.02,3,802.6733333333333,2289303.88,493
OBIS Security Services Inc,Security - General,Brooklyn,Kings County,11206,2018-11-07,2,2408.0,Security,obis-security-services-inc,6284120.61,6007,1046.132946562344,2408.0,2,1204.0,87588061.27,4731
Enddy Home Construction Corp,Other,Port Jefferson Station,Suffolk County,11776,2012-08-17,2,2407.5,Other,enddy-home-construction-corp,147547188.43,98576,1496.786118629281,2407.5,2,1203.75,53899585.56,3018
Main Street Home and Garden,Construction -General,Hawthorne,Westchester County,10532,2023-12-01,1,2407.5,Construction,main-street-home-and-garden,61023694.45,20078,3039.3313303117843,2407.5,1,2407.5,22226095.1,2016
1199 SEIU National Benefit Fund,Office,New York,New York County,10018,2021-06-04,1,2407.36,Other,1199-seiu-national-benefit-fund,147547188.43,98576,1496.786118629281,2407.36,1,2407.36,96159726.15,6430
Peak Power Systems Inc,Construction -General,Middletown,Orange County,10940,2016-06-27,1,2406.76,Construction,peak-power-systems-inc,61023694.45,20078,3039.3313303117843,2406.76,1,2406.76,4359072.06,629
Proformance Sports Training,Other,Buffalo,Erie County,14221,2017-09-12,1,2406.5,Other,proformance-sports-training,147547188.43,98576,1496.786118629281,2406.5,1,2406.5,15179552.14,2192
Green Synergy Plumbing and Heating,Construction -General,Copiague,Suffolk County,11726,2015-10-07,1,2406.25,Construction,green-synergy-plumbing-and-heating,61023694.45,20078,3039.3313303117843,2406.25,1,2406.25,53899585.56,3018
La Ports Pine Restaurant Inc,Restaurants - Table Service,Lockport,Niagara County,14094,2017-11-07,13,2404.22,Food Services,la-ports-pine-restaurant-inc,149672052.18,66102,2264.2590569120453,2404.22,13,184.94,3015238.63,363
Rose Victoria's Day Care Inc.,Education - Child Day Care Services,Uniondale,Nassau County,11553,2018-04-19,2,2403.48,Education,rose-victoria-s-day-care-inc,5153001.45,5256,980.4036244292238,2403.48,2,1201.74,58900272.76,3252
Herkimer Area Resource Center/ HARC,Office,Herkimer,Herkimer County,13350,2016-05-11,1,2402.66,Other,herkimer-area-resource-center-harc,147547188.43,98576,1496.786118629281,2402.66,1,2402.66,535592.8,68
Other Half Brewing Company,Breweries,Brooklyn,Kings County,11231,2019-07-23,3,2402.2,Other,other-half-brewing-company,147547188.43,98576,1496.786118629281,2402.2,3,800.7333333333332,87588061.27,4731
Smith Restoration Inc,Other,Brooklyn,Kings County,11205,2012-09-18,3,2402.0,Other,smith-restoration-inc,147547188.43,98576,1496.786118629281,2402.0,3,800.6666666666666,87588061.27,4731
Strong America Ltd,Office,Long Island City,Queens County,11101,2015-01-21,1,2401.83,Other,strong-america-ltd,147547188.43,98576,1496.786118629281,2401.83,1,2401.83,82459395.43,4259
Traver Transportation,"Delivery/Freight Transportation - General Freight Trucking, Local",Kingston,Ulster County,12402,2018-01-07,1,2401.21,Delivery/Transportation,traver-transportation,22069415.419999998,30474,724.204745684846,2401.21,1,2401.21,2337274.49,314
Services for the Underserved,Non-Profit,New York,New York County,10018,2022-08-19,2,2401.16,Other,services-for-the-underserved,147547188.43,98576,1496.786118629281,4783.16,4,1195.79,96159726.15,6430
